Income,Age,Customer_For,num_children,total_spend,total_purchases,spend_to_income_ratio,MntWines_ratio,MntMeatProducts_ratio,MntGoldProds_ratio,web_purchase_ratio,store_purchase_ratio,catalog_purchase_ratio,NumWebVisitsMonth,deal_purchase_ratio,campaign_accept_count,Recency
10.970591974102547,69.0,663.0,0,7.388946097618437,22.0,0.027813134266744644,0.39270253555967843,0.33766233766233766,0.05442176870748299,0.36363636363636365,0.18181818181818182,0.45454545454545453,7.0,0.13636363636363635,0.0,58.0
10.743868690309933,72.0,113.0,2,3.332204510175204,4.0,0.0005825996892801658,0.4074074074074074,0.2222222222222222,0.2222222222222222,0.25,0.5,0.25,5.0,0.5,0.0,38.0
11.179045864561353,61.0,312.0,0,6.655440350367647,20.0,0.010836021392763883,0.5489690721649485,0.163659793814433,0.05412371134020619,0.4,0.5,0.1,4.0,0.05,0.0,26.0
10.190431852901,42.0,139.0,1,3.9889840465642745,6.0,0.0019890415071680554,0.20754716981132076,0.37735849056603776,0.09433962264150944,0.3333333333333333,0.6666666666666666,0.0,6.0,0.3333333333333333,0.0,26.0
10.973254451090401,45.0,161.0,1,6.0473721790462776,14.0,0.007239291167035493,0.4099526066350711,0.2796208530805687,0.035545023696682464,0.35714285714285715,0.42857142857142855,0.21428571428571427,5.0,0.35714285714285715,0.0,94.0
11.043145810640238,59.0,293.0,1,6.57507584059962,20.0,0.011453617647529314,0.7262569832402235,0.13687150837988826,0.019553072625698324,0.3,0.5,0.2,6.0,0.1,0.0,16.0
10.926585752727021,55.0,593.0,1,6.3818160174060985,17.0,0.010604835085827267,0.3983050847457627,0.27796610169491526,0.04576271186440678,0.4117647058823529,0.4117647058823529,0.17647058823529413,6.0,0.23529411764705882,0.0,34.0
10.417956531216918,41.0,417.0,1,5.135798437050262,8.0,0.0050517127996652115,0.44970414201183434,0.33136094674556216,0.13609467455621302,0.5,0.5,0.0,8.0,0.25,0.0,32.0
10.320617692174796,52.0,388.0,1,3.8501476017100584,5.0,0.001515600803927383,0.30434782608695654,0.5217391304347826,0.043478260869565216,0.6,0.4,0.0,9.0,0.2,0.0,19.0
8.639233817325263,76.0,108.0,2,3.912023005428146,1.0,0.008675637393767706,0.5714285714285714,0.12244897959183673,0.2653061224489796,1.0,0.0,0.0,9.0,1.0,1.0,68.0
10.847052926545164,43.0,226.0,1,2.995732273553991,3.0,0.0003697828985140566,0.2631578947368421,0.3157894736842105,0.05263157894736842,0.3333333333333333,0.6666666666666666,0.0,7.0,0.3333333333333333,0.0,11.0
8.922791623969637,50.0,593.0,0,4.127134385045092,5.0,0.008133333333333333,0.09836065573770492,0.18032786885245902,0.26229508196721313,0.4,0.6,0.0,8.0,0.2,0.0,59.0
11.051429542337106,67.0,226.0,0,7.005789019253503,15.0,0.01748290577951232,0.17604355716878403,0.4355716878402904,0.02722323049001815,0.2,0.5333333333333333,0.26666666666666666,2.0,0.06666666666666667,0.0,82.0
10.991291642487635,74.0,226.0,2,5.739792912179234,12.0,0.005222899888802777,0.7516129032258064,0.17096774193548386,0.04516129032258064,0.5,0.4166666666666667,0.08333333333333333,6.0,0.25,0.0,53.0
9.759848102334518,39.0,627.0,0,3.8501476017100584,4.0,0.0026554291981758355,0.06521739130434782,0.3695652173913043,0.10869565217391304,0.25,0.75,0.0,8.0,0.25,0.0,38.0
11.324195417595107,80.0,582.0,0,7.182352111885263,25.0,0.015881642512077295,0.7650190114068441,0.08745247148288973,0.034220532319391636,0.28,0.48,0.24,3.0,0.04,2.0,23.0
10.641870970494749,46.0,552.0,2,4.574710978503383,6.0,0.0022939068100358423,0.5520833333333334,0.19791666666666666,0.041666666666666664,0.5,0.5,0.0,8.0,0.5,0.0,51.0
10.539032102959615,80.0,667.0,0,5.762051382780177,11.0,0.008395127118644067,0.26498422712933756,0.11987381703470032,0.08832807570977919,0.36363636363636365,0.5454545454545454,0.09090909090909091,7.0,0.18181818181818182,0.0,20.0
11.251508751434526,77.0,458.0,1,7.48605261786314,24.0,0.023144360023378142,0.5679012345679012,0.27946127946127947,0.09876543209876543,0.4583333333333333,0.375,0.16666666666666666,5.0,0.08333333333333333,1.0,91.0
10.428600622910189,41.0,603.0,1,4.897839799950911,6.0,0.003933514728498758,0.03007518796992481,0.14285714285714285,0.2932330827067669,0.3333333333333333,0.5,0.16666666666666666,6.0,0.3333333333333333,0.0,86.0
10.519780686235853,44.0,690.0,0,5.75890177387728,11.0,0.008531317494600432,0.2721518987341772,0.2310126582278481,0.1518987341772152,0.36363636363636365,0.45454545454545453,0.18181818181818182,8.0,0.09090909090909091,0.0,41.0
7.803026643632217,47.0,539.0,1,7.456454555176209,27.610000000000127,0.7069881487535759,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0.0,0.0,1.0,1.0,0.5357142857142857,0.0,42.0
10.978626485018596,77.0,553.0,1,6.880384082186005,14.0,0.01658504956745781,0.8919753086419753,0.08847736625514403,0.01954732510288066,0.14285714285714285,0.6428571428571429,0.21428571428571427,8.0,0.21428571428571427,1.0,63.0
11.087130090388813,72.0,169.0,1,6.300785794663244,17.0,0.008327720286571551,0.7058823529411765,0.1875,0.009191176470588236,0.35294117647058826,0.5294117647058824,0.11764705882352941,4.0,0.17647058823529413,0.0,0.0
10.613737640995735,75.0,468.0,1,6.09807428216624,13.0,0.010912040109120402,0.6081081081081081,0.060810810810810814,0.22297297297297297,0.5384615384615384,0.38461538461538464,0.07692307692307693,8.0,0.5384615384615384,0.0,69.0
9.83037908071549,57.0,543.0,0,4.330733340286331,6.0,0.004034644144386465,0.08,0.3333333333333333,0.17333333333333334,0.3333333333333333,0.5,0.16666666666666666,7.0,0.3333333333333333,0.0,89.0
10.884816680589505,50.0,398.0,2,5.552959584921617,10.0,0.004816432092055698,0.6731517509727627,0.11673151750972763,0.15953307392996108,0.5,0.4,0.1,7.0,0.4,0.0,4.0
10.847052926545164,40.0,494.0,1,6.45833828334479,27.0,0.012397458229129162,0.007849293563579277,0.004709576138147566,0.5682888540031397,1.0,0.0,0.0,1.0,0.0,0.0,19.0
10.554796597479278,37.0,394.0,1,4.882801922586371,7.0,0.0034150156412930135,0.2748091603053435,0.32061068702290074,0.07633587786259542,0.2857142857142857,0.5714285714285714,0.14285714285714285,3.0,0.2857142857142857,0.0,26.0
11.345914106667006,61.0,219.0,0,7.422373700986824,25.0,0.019759389255241202,0.4090909090909091,0.47906698564593303,0.0,0.24,0.4,0.36,2.0,0.04,1.0,96.0
9.30383071506352,37.0,38.0,0,3.4339872044851463,6.0,0.0027324892977502505,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.5,0.5,0.0,5.0,0.3333333333333333,0.0,34.0
10.561551448966803,63.0,414.0,0,5.765191102784844,10.0,0.008234075608493008,0.3522012578616352,0.13836477987421383,0.279874213836478,0.2,0.3,0.5,3.0,0.1,0.0,56.0
10.61026639832702,56.0,627.0,1,4.795790545596741,7.0,0.002959455460195324,0.9166666666666666,0.041666666666666664,0.025,0.2857142857142857,0.5714285714285714,0.14285714285714285,5.0,0.2857142857142857,1.0,31.0
10.749591843760111,74.0,608.0,2,5.713732805509369,11.0,0.00647929628835014,0.31788079470198677,0.31788079470198677,0.1423841059602649,0.36363636363636365,0.5454545454545454,0.09090909090909091,6.0,0.5454545454545454,0.0,8.0
11.13689293754577,80.0,494.0,0,7.087573705557973,17.0,0.01741992804812328,0.40301003344481606,0.39381270903010035,0.01839464882943144,0.17647058823529413,0.5294117647058824,0.29411764705882354,7.0,0.058823529411764705,0.0,4.0
10.807503253534671,75.0,304.0,2,4.189654742026425,5.0,0.0013160825284982485,0.6153846153846154,0.2923076923076923,0.046153846153846156,0.4,0.6,0.0,7.0,0.2,0.0,55.0
11.117717571314712,56.0,180.0,1,6.81783057145415,23.0,0.013555446676465785,0.768893756845564,0.16538882803943045,0.038335158817086525,0.21739130434782608,0.5217391304347826,0.2608695652173913,2.0,0.21739130434782608,0.0,37.0
10.074031693706946,50.0,300.0,1,4.406719247264253,6.0,0.0034151277510751326,0.07407407407407407,0.1728395061728395,0.4444444444444444,0.5,0.3333333333333333,0.16666666666666666,7.0,0.5,0.0,76.0
10.65561093819637,53.0,138.0,1,4.219507705176107,5.0,0.0015791086285323716,0.8208955223880597,0.08955223880597014,0.05970149253731343,0.2,0.6,0.2,5.0,0.4,0.0,98.0
10.79853421874079,81.0,513.0,0,6.805722553416985,22.0,0.01842771921222522,0.4844789356984479,0.22838137472283815,0.04656319290465632,0.3181818181818182,0.22727272727272727,0.45454545454545453,6.0,0.09090909090909091,1.0,53.0
11.289931902407144,46.0,426.0,1,7.241366283322318,19.0,0.01743510267338241,0.3017921146953405,0.3842293906810036,0.07311827956989247,0.42105263157894735,0.2631578947368421,0.3157894736842105,4.0,0.10526315789473684,0.0,3.0
9.931102719569102,41.0,474.0,1,3.9889840465642745,5.0,0.0025779463981711174,0.24528301886792453,0.5471698113207547,0.1320754716981132,0.4,0.6,0.0,8.0,0.4,0.0,88.0
9.99857043378282,69.0,552.0,1,3.1354942159291497,3.0,0.0010002728016731835,0.4090909090909091,0.2727272727272727,0.13636363636363635,0.0,1.0,0.0,5.0,0.3333333333333333,0.0,4.0
