Income,Age,Customer_For,num_children,total_spend,total_purchases,MntWines_ratio,MntMeatProducts_ratio,MntGoldProds_ratio,web_purchase_ratio,store_purchase_ratio,catalog_purchase_ratio,NumWebVisitsMonth,deal_purchase_ratio,campaign_accept_count,Recency
0.43835175573655727,1.0160488183917853,1.5319041347697737,-1.2645053004571831,1.2034097874884666,1.3227969012238312,-0.28804850705715773,0.6962958164510751,-0.6036391455175143,0.2820019239344562,-2.1261056740785915,2.062299807603426,0.7451526325116479,-0.6040110725019864,-0.4473733051397733,0.3074388465962211
-0.01746726970845578,1.2725612558248305,-1.1907463102564044,1.3963607145959784,-1.5566640737534563,-1.188988274009292,-0.2236551936352125,-0.21551960380702748,0.9363280888625616,-0.6429517681558652,-0.026157159972819092,0.608591842498594,-0.12215934297605853,1.4940837746667452,-0.4473733051397733,-0.38357361213901375
0.8574408215339084,0.33201565190366455,-0.20564187651056906,-1.2645053004571831,0.7043565457626136,1.043709659531262,0.3962498787556444,-0.6780808639582583,-0.6063745289444225,0.5779871054033592,-0.026157159972819092,-0.4574606652449491,-0.5558153307199117,-1.10230859870456,-0.4473733051397733,-0.7981810873801546
-1.1301321696393378,-1.292563118505622,-1.0620391983097124,0.06592770706939752,-1.1098128282619837,-0.9099010323167229,-1.0988524108144204,1.0098398925681302,-0.23729813846075476,0.03534760604370365,1.0738158712254424,-1.168162337073978,0.3114966447677947,0.5324569697144098,-0.4473733051397733,-0.7981810873801546
0.4437045701699602,-1.036050681072577,-0.9531331805086654,0.06592770706939752,0.2906469146852623,0.20644793445355417,-0.21250964858827928,0.23784928376561798,-0.7768780623350244,0.2291474272435807,-0.49757417334350285,0.3547698168453694,-0.12215934297605853,0.6698322275647436,-0.4473733051397733,1.5512612723196437
0.5842186402915557,0.16100736028163437,-0.2996970737023825,0.06592770706939752,0.6496791703367732,1.043709659531262,1.1726018348969878,-0.8896708441689449,-0.9236421511517555,-0.23597214363612387,-0.026157159972819092,0.2532410065840797,0.3114966447677947,-0.8138205572188595,-0.4473733051397733,-1.1436873167477721
0.3498788269514504,-0.18100922296242597,1.1853849872209874,0.06592770706939752,0.5181915281177731,0.6250787969924081,-0.26351468524373567,0.22477906268709702,-0.6831065339521986,0.6737470170550627,-0.6084958235483695,0.08601708380077884,0.3114966447677947,-0.033205856728140234,-0.4473733051397733,-0.5217761038860607
-0.6727019692655801,-1.3780672643166372,0.31413684481261045,0.06592770706939752,-0.32955794767655505,-0.6308137906241537,-0.03843583801543909,0.646523643363022,0.1459035184574995,1.3919463544428416,-0.026157159972819092,-1.168162337073978,1.178808620255501,0.05164356723824231,-0.4473733051397733,-0.5908773497595842
-0.868398211874317,-0.43752166039547125,0.17057891225668464,0.06592770706939752,-1.204272589666552,-1.0494446531630075,-0.6749578632417604,2.150244970275679,-0.7040717912379542,2.205905603482324,-0.6861409786917759,-1.168162337073978,1.6124646079993543,-0.23684447424745822,-0.4473733051397733,-1.040035447937487
-4.248760150941473,1.614577839068891,-1.2154976779384608,1.3963607145959784,-1.1621745953095293,-1.607619136548146,0.49460106401985177,-1.0035886456015302,1.3317250814736625,5.461742599640256,-3.3260762535676043,-1.168162337073978,1.6124646079993543,4.378964189523751,1.0802428587521353,0.6529450759638386
0.189980934178062,-1.207058972694607,-0.6313654006419351,0.06592770706939752,-1.7855887428046897,-1.3285318948555769,-0.8553304762588513,0.5235307894548029,-0.6200683834376433,0.03534760604370365,1.0738158712254424,-1.168162337073978,0.7451526325116479,0.5324569697144098,-0.4473733051397733,-1.3164404314315807
-3.6786773569740423,-0.6085299520175014,1.1853849872209874,-1.2645053004571831,-1.0158198711204998,-1.0494446531630075,-1.5769852021095614,-0.5464263884949575,1.3040916419555442,0.5779871054033592,0.6338266587461377,-1.168162337073978,1.178808620255501,-0.23684447424745822,-0.4473733051397733,0.34198946953298287
0.6008727855824636,0.845040526769755,-0.6313654006419351,-1.2645053004571831,0.942722283995942,0.34599155529983877,-1.236808186547871,1.4696427153115428,-0.8532502568143683,-1.0499313926756064,0.1938374462668332,0.7270421211367655,-1.4231273062076182,-1.0061459182093264,-0.4473733051397733,1.136653797078503
0.47996769615737617,1.4435695474468606,-0.6313654006419351,1.3963607145959784,0.0813800741826787,-0.0726393072390151,1.2836365803637138,-0.6203582970514615,-0.6886260033520905,1.3919463544428416,-0.5761436755719498,-0.5759109438831207,0.3114966447677947,0.05164356723824231,-0.4473733051397733,0.1346857319124124
-1.9958053474114141,-1.5490755559386673,1.3536942874589695,-1.2645053004571831,-1.204272589666552,-1.188988274009292,-1.7221210888132041,0.9482839366691428,-0.1055475106607389,-0.6429517681558652,1.6238023868245735,-1.168162337073978,1.178808620255501,0.05164356723824231,-0.4473733051397733,-0.38357361213901375
